Wisatawan Lokal,Review,Nama Tempat
True,"Kebetulan ke sini bukan di saat airnya yg bener"" bagus, tapi masih lebih mendig daripada airnya coklat.
Pemandangan yg agak unik di mana banyak pohon palem di seluruh sisi sugainya, dengan warna sungai yg bagus dan jernih.

Di ujung sana ada Pantai Ngiroboyo, bisa berhenti di sana kalau mau bersantai, tapi terserah mau berhenti di sana atau langsung balik.

Kata bapaknya, hulunya berkedalaman sekitar 30m, kita tidak ke daerah hulunya. Banyak batu yg bagus"" juga di sungainya. Ada toko jual gelang dan batu akik dari sungai tsb.

Tiket: 5.000/org
Perahu: 100.000/perahu",Sungai Maron Pacitan
False,Bagus asri dan alami pokok e,Sungai Maron Pacitan
True,"- Harga: 100 ribu per perahu (jika penumpang banyak harus dipecah ke perahu lain).
[diluar biaya parkir dan biaya masuk lokasi]
- Rute: dari lokasi ini sampai ke muara, lalu kembali lagi.
- Untuk berhenti di spot tertentu komunikasikan langsung dengan driver perahu, mau atau tidak, nambah atau tidak.
- Lebih baik berangkat tidak di tengah hari, sangat terik, kecuali bila mendung, namun pemandangan tidak akan indah.
- Bila siang hari, sangat disarankan memakai UV lotion dan baju yg tidak menambah panas.",Sungai Maron Pacitan
True,Worth it,Sungai Maron Pacitan
True,"🌟VIBES AMAZONNYA INDONESIA KEREEEN🌟

Tempat terkeren menurut anak anak selama di Pacitan🎉
Kalau kesini wajib naik perahu, kalau cuma masuk dengan adanya tiket 5rb/orang kurang ok. Apalagi rombongan. 1 perahu 100 ribu untuk 4 orang kebetulan keluargakl kecilq 4 orang 😁

View selama naik perahu sepanjang 8km pp vibesnya amazonnya indonesia 🥳😍 masnya yg bawa perahu baik dan sabar. Di sekitaran tempat parkir ada warung kopi ada aneka makanan dan minuman. Ok banget.
Saran di parkiran/lokasi tiketnya perlu kasih mainan anak2 mungkin seperti ayunan atau perosotan jadi anak2 kalau nunggu gak bosan dan mohon kang parkir lebih humanis agak nyolot soalnya parkir juga bayar😅. Jalan masuk mungkin di aspal mungkin akan lebih rame 👍👌",Sungai Maron Pacitan
False,kalo sepiii seruuu juga! ada warung warung nya juga. sebelum naik prau praunan bisa sarapan dulu! sarapan soto sama mendoan anget besttt,Sungai Maron Pacitan
True,"Kalau ke pacitan harus dtg ke sungai maron...
Tiket perahu per org 100 ribu.",Sungai Maron Pacitan
True,"Lumayan, rompi safetynya perlu diperbarui, harga jajanan relatif terjangkau",Sungai Maron Pacitan
True,"Untuk wisata outdoor tapi aman pas di sini. Cocok untuk lansia n anak2. Arusnya tenang dan kata pengemudinya tidak ada buaya, adanya biawak. Pas di sini tidak lihat biawak/hewan2 liar yg berbahaya. Kalau mau pake caping, ada biaya tambahan",Sungai Maron Pacitan
True,Sungainya lagi surut karena cuaca emang lagi panas dan jarang hujan. Infonya paling bagus ke sini di bulan Agustus saat air cukup dan bening. Tapi lumayan pemandangannya. Bagus. Pengalaman menarik buat anak dan keluarga.,Sungai Maron Pacitan
True,"Pemandngan kanan kiri sungai cantik,.mirip di pedalaman kalimantan,.lebih cantik kalo datang musin kemarau air nya berwarna hijau kebiruan",Sungai Maron Pacitan
False,"Kejadian Selasa 16 April 2024.
Kecewa dengan sewa kapalnya, kehabisan bahan bakar di tengah air2 gitu dengan anak balita, dan pak sopirnya ga komunikasi sama sekali tentang masalahnya, dan bahkan tidak berusaha cari bantuan hanya narik2 mesin biar hidup. Lah gimana mau hidup bahan bakar aja habis. Ada mungkin kurleb 15 menitan mati di tengah sungai tanpa usaha dari pak sopirnya untuk cari bantuan, sampai sebagai penumpang kita yg teriak teriak nyari bantuan. Baru dah ada kapal lain mendekat terus pak sopir baru sampaikan ke temannya "" gas 2 berangkat udah ringan, tambah gak bawa minyak atau bahan bakar itu (dalam artian sejak awal udah tahu bahan bakar udah mau habis malah tetap di gas berangkat)."" Akhirnya diberi sama temannya minyak atau bahan bakar itu baru bisa jalan. Dan bahkan gak minta maaf sama penumpangnya.",Sungai Maron Pacitan
False,"Sungai maron Pacitan, keindahan alam yang masih asri. Perjalanan wisata menggunakan perahu menuju pantai ngiroboyo✨",Sungai Maron Pacitan
True,Segerr,Sungai Maron Pacitan
True,Sensasi naik perahu melewati sungai yg jernih dan asri sayang air tdk berwarna hijau krn habis hujan tp tetap menarik untuk dikunjungi,Sungai Maron Pacitan
True,"Sungai Maroon
Salah satu tempat wisata yang wajib dikunjungi ketika berkunjung di pacitan

Track kesini lumayan ekstrim, saran kalau brgkat dari kota jangan mengikuti google maps, ambil jalur lewat Punung arah ke pantai klayar

Masuk Lokasi bayar tiket masuk (lupa berapa antara 5 - 10rb per org

Parkiran lumayan banyak, cuma beberapa kurang teduh (kirain bakal bayar 10rb lebih, ternyata cukup murah hanya bayar 5rb)

Tiket naik perahu kemarin kita 3 dewasa 2 balita bayar 100rb, bayar tiket langsung brgkat

Kita diminta memakai pelampung yang sudah disediakan oleh pengelola dg gratis, kalau mau pakai topi caping bayar 5rb

Info dari pengemudi perahunya, kebetulan saat kami berkunjung 2 hari sebelumnya habis banjir sehingga mengakibatkan air sungai jd keruh

Perjalanan pulang pergi ± 1 jam, saat sampai diujung kita diberikan opsi turun bersantai di pantai atau langsung balik,
Kita memilih untuk berhenti dulu di pantai dengan membayar 10rb per org (balita free)

Nama pantainya Ngiroboyo

Kurleb kita bersantai 30-40menit, banyak penjual di pantai, dengan harga yang menurut kita lumayan murah, es degan 1 biji seharga 10rb

Saat kembali kita minta untuk berfoto di ayunan

Pengemudi perahu orangnya sangat baik, dan cukup informatif, beberapa pertanyaan konyol yang ditanyakan bocil"" juga dijawab dengan sangat ramah",Sungai Maron Pacitan
True,Mantap..,Sungai Maron Pacitan
True,"Recommended banget nih utk yang nyari liburan murah meriah.

Sewa kapal 1 boat utk 4 orang Rp 100rb
Sewa caping utk yang wajahnya takut hitam Rp 5rb
Tiket masuk pantai ngiroboyo (opsional) kalau yang mau mampir aja 10rb/org dewasa.

Kelapa utuh harga 12rb/butir
Parkir 5rb/mobil

Toilet 2rb utk buang air kecil, 3rb BAB, 5rb mandi.

Jalan kesini agak.extreme nanjaknya dan jalanan agak sempit, tapi jangan khawatir setiap pengkolan ada yang jaga.",Sungai Maron Pacitan
True,Cocok di pagi hari atau sore hari supaya tidak terlalu kepanasan. Termasuk salah satu to do liat di Pacitan yang ga boleh di skip,Sungai Maron Pacitan
True,"Just one word... Mantab view nya... angin semilirnya, dan panjang rutenya. View2 apot nya jg. Mantab. Instagrammable😘😘😘",Sungai Maron Pacitan
False,Asri sungainya bersih,Sungai Maron Pacitan
True,_ Tempat rekreasi yg bagus,Sungai Maron Pacitan
True,Kalau kepacitan wajib recomended mampir ke sugai maron,Sungai Maron Pacitan
True,Sungai nya bersih dan pemandangan alam yang sangat indah,Sungai Maron Pacitan
True,Panorama sungai yang masih alami,Sungai Maron Pacitan
False,"Sungai nya bagussssss bgtttt sih, apalagi deket pantai, sejukkkk🫠",Sungai Maron Pacitan
True,Keren tp sayang airnya pak keruh,Sungai Maron Pacitan
True,"Sungai maron yg indah untuk di telusuri.
Jika mau lbh mantab. Foto di tengah tengah sungai.",Sungai Maron Pacitan
True,"Seru... Masih asri pohon pohon dan sungainya, sayang mesin perahu nya sering mati2 dan warna air sungai tidak pas waktunya warna biru/hijau
Driver ramah, mungkin mesin perahu bisa diupgrade yang lebih sedikit besar",Sungai Maron Pacitan
False,Pelayanan buruk,Sungai Maron Pacitan
False,sungai yg jernih dan air yg berwarna biru dengan pemandangan yg sangat indah,Sungai Maron Pacitan
True,Bagus sekali... Apalagi saat sepi..,Sungai Maron Pacitan
True,"Distinasi wisata naik perahu sungai maron Pacitan sangat istimewa, wisata air  menyusuri sungai maron dengan menggunakan perahu yg sangat murah dan menambah pengalaman yg istimewa.",Sungai Maron Pacitan
True,Pengalaman menarik menyusuri sungai sampai ke pantai di Pacitan dgn harga sewa perahu yg relatif murah,Sungai Maron Pacitan
True,Kemarin pas kesana air sungaai nya rada surut. Tp view nya tetep bagus,Sungai Maron Pacitan
True,"Obyek wisata yg wajib anda kunjungi kalau ke Pacitan.. Menyuguhkan sensasi menjelajah sungai dgn pemandangan alami tidak abal2.. Seru banget berasa di sungai Amazone..

Tiketnya murah cuman 100rb per kapal, bisa dinaiki 4-5 orang, tergantung berat badan.. Total perjalanan pulang-pergi sekitar 8 km, dgn waktu tempuh hampir 1 jam.. Pokoke sampe puas banget..

Oh ya pastikan sebelum finish request ke pengemudi perahu untuk berhenti di spot ayunan, karena ini spot yg keren banget buat foto2..",Sungai Maron Pacitan
True,"tempat asyik, cocook untuk yg suka naik perahu",Sungai Maron Pacitan
True,Pemandangan sepanjang sungai sampai pàntai cukup  indah. Pantai panas.,Sungai Maron Pacitan
True,Dijamin seru,Sungai Maron Pacitan
True,"susur sungai pake perahu asik banget, sungai kliatan biru kalo awal awal, dari start klihatan pendek karna masi surut, setelah perjalanan nanti akan mulai dalam. perjalanan sekitar 1 jam an untuk pp nya, dan maksimal penumpang 4 orang. diakhir nanti ada spot foto jembatan dan goa dengan air sungai yang warnanya cantik. bisa request jalur teduh atau agak tengahan buat nyari angle dan cahaya",Sungai Maron Pacitan
True,"Tempatnya bagus, sayangnya ada sebagian jalan menuju ke lokasi wisata yang rusak. Semoga lekas diperbaiki.",Sungai Maron Pacitan
True,Jossss,Sungai Maron Pacitan
True,Nice experince..,Sungai Maron Pacitan
True,Sungainya lumayan panjang smp ke pantai ngiriboyo. Pas kesana hanis hujan jadi airnya sebagian berwarna coklat.  Pengalaman yg sangat berkesan naik perahu kecil maks diisi 4 orang dg biaya 100 rb per perahu.,Sungai Maron Pacitan
True,"Menyusuri sungai naik jukung
Perjalanan bolak balik sekitar 50 menitan
Jaraknya kurleb 8 km
Bisa mampir pantai dengan tambahan biaya 10 ribu per orang
Pake sunscreen, bawa kacamata item sama topi

Bisa makan di warung
Harganya murah
Jadi nggak kelaperan
Kelapa mudanya beneran kelapa muda",Sungai Maron Pacitan
True,Pengen liburan bareng sekeluarga atau bareng temen dengan experience seru?. Cobain deh naik perahu di sini. Cuma 100rb bisa buat ber-4. Bapaknya yang nyetir ramah. Sungai cukup bersih. Viewnya bagus. Top dah👍,Sungai Maron Pacitan
True,"Wisata air dengan naik perahu menyusuri sungai sepanjang 4km menuju laut, disuguhi pemandangan yang indah. Untuk ke lokasi jika pakai bus besar harus transit terlebih dahulu dan ganti shelter dengan perjalanan ke lokasi lumayan jauh dg jalan berkelok kelok",Sungai Maron Pacitan
False,"Awalnya pas sampai sono, di pos pendaftaran dan pembagian pelampung, terkesan b aja sih tempatnya... Tapi.... Setelah beberapa saat naik parahu... Waowww... Aku menemukan keindahan ciptaan Tuhan 🤩🤩🤩
Kebetulan waktu itu aku kesana pas musim penghujan. Jadi aku dapet air coklat gini bukannya air ijo. Tapi menurutku tetep oke kok... Tetep happy dan nggak nyesel 🤗🤗🤗",Sungai Maron Pacitan
True,Salah satu obyek wisata sekitaran pantai Klayar yg layak untuk dicoba...,Sungai Maron Pacitan
True,"Cukup segar meski kurang bersih, cukup untuk melepaskan penat",Sungai Maron Pacitan
True,nice place,Sungai Maron Pacitan
True,"Pemandangannya bagus banget dan masih asri. Asli! manjain mata banget, lihat ijo2 pepohonan di pinggir sungai plus hilir sungai yang airnya warnanya juga cakep. Tambah takjub apalagi waktu lihat perbatasan antara air asin dan air tawar, masyaAllah.. nggak nyesel kesini. Recommended buat yang mau cari pelepas penat dari hiruk pikuknya kehidupan kota dan mau cari hiburan santai menikmati keindahan alam. Harga tiketnya affordable. Parkirnya juga cukup memadai. Sayang rompi life jacketnya udah butuh peremajaan.. banyak yg udah nggak layak pakai..",Sungai Maron Pacitan
False,jos,Sungai Maron Pacitan
True,Keren ada petualangannya naik kapal.. dapat nahkoda ramah dan baik hati..,Sungai Maron Pacitan
True,"Sayang kesana pas musim hujan jd air sungainya coklat, tp ok krn pas di muara deket ayunan airnya hijau",Sungai Maron Pacitan
True,"Barusan ke sini tumben banget sepi. Jadi nggak antre. Apa karena masih pagi ya?
Btw untuk airnya di awal agak kotor tapi pas ke deket pantai lumayan.
Kamar mandi sekitar sini lumayan bersih.
Ada yang jualan akik.
Oh iya, kalau rombongan bawa bus ke sini turunnya di klayar terus naik angkutan khusus.",Sungai Maron Pacitan
True,"wisata aliran sungai yg bermuara di pantai ngiroboyo, sewa perahu 100rb, parkir luas",Sungai Maron Pacitan
True,"Seruuu banget, pas banget lagi butuh healing dan dateng ke sungai maron pulang² langsung fresh pikirannya",Sungai Maron Pacitan
True,"Perjalanan pake perahu lumayan jauh, smp pesisir pantai , 1 perahu kmrin 100K , murah disini",Sungai Maron Pacitan
True,"Kesini pas musim ujan jadi airnya sungai nya warna coklat tapi terbayar sama pemandangannya bener² menakjubkan 😍
Naik perahu ngeri² sedep 😁
1 perahu kapasitas 4 orang",Sungai Maron Pacitan
True,Salah satu tempat favorit mancing saya,Sungai Maron Pacitan
True,Airnya jernih,Sungai Maron Pacitan
False,"Syuka banget liat pemandangan alam disungai maron ,namun kemaren saya lewat jalan sempit dan ramai. Harap membawa driver yg terlatih,dan mungkin ada jalan lain yg lebih lebar dan mulus jalannya",Sungai Maron Pacitan
True,Amazone nih,Sungai Maron Pacitan
True,Seru banget naik kapal melihat pemandangan hutan kayak di sungai amozon 🤗,Sungai Maron Pacitan
True,"Tiket 5k
Perahu 100k 4 orang

Di tempat wisata ini tersedia berbagai pilihan aktivitas wisata. Salah satunya yang populer adalah susur sungai. Selain tentu saja bermacam kegiatan lainnya bisa dicoba. Seperti memancing, berenang, serta singgah di pantai.
Menyusuri sungai ini, wisatawan dibawa memasuki sungai yang membelah kawasan hutan. Tak mengherankan jika destinasi ini dijuluki ‘Amazon’-nya Indonesia. Pasalnya sisi kanan dan kiri sungai dipagari oleh hutan tropis yang teduh.",Sungai Maron Pacitan
True,Mantap,Sungai Maron Pacitan
True,".. Asyik tp degdegan jg, soale g bs berenang.. He",Sungai Maron Pacitan
False,Bersihhhhhh,Sungai Maron Pacitan
True,"Sungai Maron  di Pacitan destinasi wisata dengan menyajikan keindahan alam disepanjang aliran sungainya, menikmati naik perahu yang disarankan berkapasitas 4 orang. Luar biasa indahnya, ada spot foto untuk ayunan dan juga diberikan pelayanan bebas ambil foto disetiap momennya",Sungai Maron Pacitan
True,Mengecewakan dengan service dari bapak perahunya tidak ramah dan tidak komunikatif. Kami 2 perahu di perahu satunya bapaknya ramah malah di ajak berhenti di spot2 menarik tapi di.perahu saya tidak hanya dibawa mutar2 saja ngga ada berhentinya sangat mengecewakan,Sungai Maron Pacitan
True,"Mantappp, tiga kali kesini ga bosen2",Sungai Maron Pacitan
True,"Sebaiknya kalau main kesana saat musim penghujan, sehingga naik kapalnya bisa lebih asik",Sungai Maron Pacitan
False,Pertama kali kunjungan ke objek ini....semula ragu karena airnya sedikit. Tapi setelah jalan 10 menit dst.... tambah jauh tambah mengasyikkan...,Sungai Maron Pacitan
False,Yo...,Sungai Maron Pacitan
True,Syahdu,Sungai Maron Pacitan
True,"Wisata susur sungai dengan perahu, tiket 1 kapal 100rb bisa diisi 3-4 orang dewasa. Rute susur sungainy lumayan jauh.pemandangan sekitar masih alami, air sungai masih hijau. Makanan disana pun juga standar harganya.",Sungai Maron Pacitan
True,Untung2an trkhir kesana dapet nahkoda kapal yg cuek banget .KL g mnta foto di apot2 yg bagus g di berhentikan. Lebih ke keburu2 abangnya,Sungai Maron Pacitan
True,"Sungai maron tapi warnanya hijau yaa😄, lumayan bagus. Hmm yang pobhia air mending jangan ikut karena semakin jauh semakin dalam airnya apalagi saat perahu berpapasan dengan dengan perahu lain akan ada ombak kecil. Ada spot foto juga.",Sungai Maron Pacitan
True,Pengalaman berlibur yg sangat menawan... alam nya masih natural dan penduduk yg ramah. Perjalanan menempuh jalur yg agak ekstrim namun.terbayar dengan keindahan alam pacitan yg luar biasa indah,Sungai Maron Pacitan
True,Pantai indah untuk berlayar perahu mesin,Sungai Maron Pacitan
True,"Interesting and surprisingly long boatride along the river. Nice view although a bit boring after a while. A few photo ops spot along the way, just be careful don't drop into the river.",Sungai Maron Pacitan
False,"Harga makanan di sekitar wajar, enak. Akses jalannya sih hm masyaallah. Parkir juga di bikin pusing misal di dalem penuh harusnya koordinator dengan penjaga tiket. Managemen masih kurang tertata",Sungai Maron Pacitan
True,"Alhamdulillah bisa bermain ke sungai maron Pacitan naik kapal bersama teman -teman semakin ketengah berasa semakin dalam ...eeih jangan khawatir karena dilengkapi dengan pelampung ,,,",Sungai Maron Pacitan
True,"Mantap sungai paling menantang
Buat orang jakarta",Sungai Maron Pacitan
True,"Tempat yang cukup menarik untuk wisata, biaya untuk naik perahu 100k/perahu. Sebaiknya kalau mau dateng pas airnya bening pagi hari, kalau sudah siang / ramai udah keruh.",Sungai Maron Pacitan
False,Sangat indah dan memuaskan walaupun jalan menuju sungai maron cukup ekstrim,Sungai Maron Pacitan
False,"Akses jalan alternatif sangat sempit,tanjakan ekstrem, pastikan mahir mengemudi dan pastikan kendaraan dalam keadaan prima,",Sungai Maron Pacitan
True,Sungainya cantiiiik.. 😍😍😍 suasananya segerrrr.. Airnya pun segerrrr.. Bener2 cocok buat ngilangin penat dan menyegarkan pikiran..,Sungai Maron Pacitan
True,Tempat wisata di kota Pacitan,Sungai Maron Pacitan
True,Bikin ketagihan cuma jalan nya luar biasa,Sungai Maron Pacitan
False,"Wisata yg menarik. Naik perahu menyusuri sungai yg kira kanan nya ada pemandangan perbukitan khas pacitan menuju arah pantai dan nanti putar balik lagi. Pas datang, air sungai pas warna coklat. Naik perahu di jam 2an, aga susah mencari foto karena sering backlight dan terlalu bnyak chaya. Jalan menuju kesini, aga sempit. Aga menyusahkan utk dilwati mobil yg bersimpangan. Lebih bgus lagi klu kedepannya jalan lebih diperlebar.",Sungai Maron Pacitan
False,Asyik dan seru...,Sungai Maron Pacitan
True,"Kalau kesini enakan sore rasanya adem gak panas banget, suasana sungai masih asri bersih",Sungai Maron Pacitan
True,"Tempat yang indah terutama di ""sirah maron"" nya",Sungai Maron Pacitan
True,"Masih sama seperti saat saya kesana 9th yg lalu
Alam masih terjaga
Sekarang perahunya makin banyak",Sungai Maron Pacitan
True,"bagus bangett, ada spot foto yang bagus saat perjalanan di perahu, ada ayunan di atas air. Tiket masuk 5k per orang. Untuk tiket naik perahu 100k/perahu. 1 perahu bisa dinaiki 4 orang dewasa, kalo sm anak anak bisa ber 5. Kalo lagi musim liburan agak rame antri naik perahunya dan sistemnya kurang bagus (jadi kaya harus ngedeket ke perahu yang udah selesai buat minta pelampung trus baru antri ke perahu, bayar tiketnya pas mau naik)",Sungai Maron Pacitan
True,"Luarrrrr biasa, menelusuri sungai maron yang dikenal sebagai Amazon Pacitan, dengan lama perjalanan kerleb 45 - 60 menit, sisi sungai ditumbuhi pohon kelapa dan pohon besar lainnya.
Hanya dengan tiket Rp. 100 000 perperahu yang dapat diisi 4-5 0rang.",Sungai Maron Pacitan
